fspace_hash,fsspace_hash,nfeatures,features,targets
-802871442,194562910,14,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-1.3862943611198906,-11.806862931584517}}",{7.00850518208228}
1743226342,183203784,2,"{{-12.77974911711393,-4.707678616916818}}",{1.0875115415917769}
-993550030,1122407143,2,"{{-11.157235749819899,-3.9545826017063983}}",{0}
1743226342,-1059239617,12,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{4.553876891600541}
-42908418,2014102173,3,"{{-15.242798338910262,-1.460443378791355,-3.4965075614664802}}",{9.261508658550582}
-42908418,831826542,2,"{{-11.157235749819899,-3.7737113717016606}}",{0}
-1831240827,672625788,2,"{{-1.018046664056702,-12.367328027087364}}",{13.958569667400754}
-1831240827,157636450,1,{{-2.4849066497880004}},{0}
-993550030,979758402,3,"{{-1.460443378791355,-3.9545826017063983,-9.210340371976182}}",{5.579729825986222}
-1831240827,-910355088,2,"{{-3.7737113717016606,-2.3978952727983707}}",{12.528757413176525}
-42908418,631730056,3,"{{-1.460443378791355,-3.7737113717016606,-3.4965075614664802}}",{9.012377119192271}
1743226342,176109622,13,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{6.2766434893416445}
-1831240827,-1618740028,1,{{-12.855359365938275}},{1.0215739181275585}
-993550030,1061690958,3,"{{-0.20137569704042496,-14.742975821546908,-1.0132201384318322}}",{0}
-1831240827,-2018936898,3,"{{-2.4849066497880004,-3.7737113717016606,-2.3978952727983707}}",{12.528757413176525}
-1831240827,215747536,6,"{{-2.4849066497880004,-1.018046664056702,-12.367328027087364,-13.782681534372943,-3.7737113717016606,-2.3978952727983707}}",{12.152429223333272}
-993550030,-984199117,5,"{{-1.460443378791355,-2.4849066497880004,-3.9545826017063983,-2.4849066497880004,-9.210340371976182}}",{5.579729825986222}
-993550030,1017979291,8,"{{-1.7739374185600167,-1.460443378791355,-2.4849066497880004,-3.9545826017063983,-13.082003775963914,-2.4849066497880004,-9.210340371976182,-1.4276028485333916}}",{4.634728988229636}
-1459678443,-904376197,6,"{{-9.727421389904682,-1.3862943611198906,-1.3862943611198906,-9.210340371976182,-1.3862943611198906,-9.597641509456675}}",{13.393292397874728}
-1459678443,-2023007414,9,"{{-9.727421389904682,-1.3862943611198906,-1.3862943611198906,-9.210340371976182,-1.3862943611198906,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675}}",{3.4965075614664802}
-993550030,157636450,1,{{-2.4849066497880004}},{0}
-1831240827,-1006718325,2,"{{-15.242798338910262,-1.460443378791355}}",{0}
-1459678443,-1160867755,10,"{{-9.727421389904682,-1.3862943611198906,-1.3862943611198906,-9.210340371976182,-1.3862943611198906,-0.5976602103105778,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675}}",{3.4965075614664802}
-1622839981,-904376197,6,"{{-9.504277838590472,-1.3862943611198906,-1.3862943611198906,-9.210340371976182,-1.3862943611198906,-9.597641509456675}}",{13.133955923440135}
-1622839981,-871680891,2,"{{-9.504277838590472,-9.597641509456675}}",{10.089593605747774}
-1622839981,-1348100626,9,"{{-9.504277838590472,-1.3862943611198906,-1.3862943611198906,-9.210340371976182,-1.3862943611198906,0,-3.2164300883999184,-14.959841313840421,-9.597641509456675}}",{9.938758166618047}
1653241945,-352127099,1,{{-1.3862943611198906}},{0}
1168754743,1090753739,1,{{-9.210340371976182}},{0}
1039395806,1090753739,1,{{-8.047189562170502}},{0.6931471805599453}
572864360,-1718155490,1,{{-0.36049219586979037}},{14.374573050002606}
572864360,538515685,0,,{14.774527007128047}
572864360,1970929619,1,{{-1.018046664056702}},{11.34855776873237}
572864360,1316647720,2,"{{-1.018046664056702,-12.367328027087364}}",{13.958569667400754}
572864360,-717545012,4,"{{-14.742975821546908,-0.36049219586979037,-1.018046664056702,-12.367328027087364}}",{13.298415321184688}
-595026657,-1661511005,0,,{4.727387818712341}
572864360,809326550,0,,{1.3862943611198906}
-1388255675,1536964867,2,"{{-10.708250642916408,-9.597641509456675},{-10.708250642916408,-11.806862931584517}}","{10.766440796819609,6.180016653652572}"
572864360,1226827773,0,,{2.4849066497880004}
-1622839981,-1867878727,10,"{{-9.504277838590472,-1.3862943611198906,-15.242798338910262,-1.3862943611198906,-9.210340371976182,-1.3862943611198906,0,-3.2164300883999184,-14.959841313840421,-9.597641509456675}}",{9.938758166618047}
1039395806,1072136734,1,{{-8.765770543987257}},{0}
1039395806,-475253434,3,"{{-8.765770543987257,-9.597641509456675,-11.806862931584517}}",{5.5254529391317835}
572864360,1773182614,1,{{-3.185524060288558}},{14.1769812837358}
-1584360744,157636450,1,{{-2.4849066497880004}},{0}
767041607,-1704399935,3,"{{-0.09412907198595906,-14.742975821546908,-0.20137569704042496}}",{0}
767041607,-2132910542,6,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-14.742975821546908,-1.3862943611198906}}",{8.171910986459046}
1039395806,654727674,10,"{{-1.0124094052603678,-8.047189562170502,-9.597641509456675,-0.8610071948870133,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-0.09412907198595906,-12.367328027087364,-2.890371757896165}}",{5.799092654460526}
31318540,-18718681,4,"{{-10.795669153638222,-14.742975821546908,-9.597641509456675,-9.727421389904682},{-0.5976602103105778,-14.742975821546908,-9.597641509456675,-9.727421389904682}}","{3.58351893845611,9.558529412264617}"
1168754743,1072136734,1,{{-8.765770543987257}},{0}
1168754743,-475253434,3,"{{-8.765770543987257,-9.597641509456675,-11.806862931584517}}",{5.5254529391317835}
767041607,-1797067504,1,{{-2.772588722239781}},{7.05444965813294}
1227085987,634313395,2,"{{-11.655214645968547,-11.587739081951298}}",{0}
-128493435,511278062,2,"{{-10.568803374295216,-12.77974911711393}}",{0}
1653241945,-1640842974,3,"{{-13.782681534372943,-3.8446003594499563,-3.8446003594499563}}",{0}
767041607,-1042840226,6,"{{-1.3862943611198906,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-11.338786340583832,-8.047189562170502}}",{5.429345628954441}
-1584360744,2042922837,1,{{-14.959841313840421}},{0}
-1831240827,964228735,9,"{{-14.959841313840421,-15.242798338910262,-1.460443378791355,-2.4849066497880004,-1.018046664056702,-12.367328027087364,-13.782681534372943,-3.7737113717016606,-2.3978952727983707}}",{12.064318970972682}
-1388255675,1313993027,1,{{-10.708250642916408}},{1.0986122886681098}
-1388255675,2102421338,1,{{-9.597641509456675}},{9.6678285081515}
1039395806,-1743291715,1,{{-11.806862931584517}},{0}
31318540,675726404,1,{{-13.782681534372943}},{2.397895272798626}
1168754743,-1743291715,1,{{-11.806862931584517}},{0}
-1388255675,-1060234473,3,"{{-8.765770543987257,-10.708250642916408,-9.597641509456675},{-11.520155120787145,-10.708250642916408,-11.806862931584517}}","{7.286191714702382,7.286191714702382}"
-993550030,1978994660,3,"{{-1.7739374185600167,-13.082003775963914,-1.4276028485333916}}",{0}
1653241945,254174745,1,{{-2.4849066497880004}},{0}
767041607,555070448,11,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.8058541304055384,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894,-8.047189562170502}}",{6.761572768804055}
-1622839981,40401175,4,"{{-9.504277838590472,-1.3862943611198906,-9.210340371976182,-9.597641509456675}}",{13.46493128334038}
-1622839981,-1860170650,7,"{{-9.504277838590472,-1.3862943611198906,-9.210340371976182,0,-3.2164300883999184,-14.959841313840421,-9.597641509456675}}",{10.32738179611266}
572864360,1671039970,0,,{14.959841313840421}
-1388255675,149852065,2,"{{-0.6693004625906374,-13.082003775963914}}",{2.2249115169013503}
-1388255675,1612561728,3,"{{-0.6693004625906374,-10.708250642916408,-9.597641509456675},{-0.6693004625906374,-10.708250642916408,-11.806862931584517}}","{9.649240256170584,9.649240256170584}"
767041607,2038442672,5,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-1.3862943611198906}}",{8.127699852817772}
-1388255675,367044763,2,"{{-0.005012541823544286,-0.2876820724517809}}",{1.0986122886681098}
1168754743,2102421338,1,{{-9.597641509456675}},{9.263312256742289}
572864360,-2123680242,1,{{-2.4849066497880004}},{0}
-1388255675,1072136734,1,{{-8.765770543987257}},{0.1316979643063896}
1039395806,2102421338,1,{{-9.597641509456675}},{9.263312256742289}
1168754743,-519120824,2,"{{-9.597641509456675,-11.806862931584517}}",{9.263312256742289}
-1388255675,-818216016,6,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.2876820724517809,-0.2876820724517809}}",{9.610189741298711}
855414531,1435129400,2,"{{-1.018046664056702,-12.252346772808858}}",{0}
-1388255675,-318783160,9,"{{-1.3862943611198906,-8.51857734899512,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-12.367328027087364,-0.2876820724517809,-0.2876820724517809}}",{8.845921233304018}
-1388255675,636493019,10,"{{-1.3862943611198906,-8.51857734899512,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-12.367328027087364,-2.890371757896165,-0.2876820724517809,-0.2876820724517809}}",{8.845921233304018}
-2012900128,1332757966,6,"{{-1.0124094052603678,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-12.367328027087364}}",{6.113682179832232}
-2012900128,2038053445,7,"{{-1.0124094052603678,-2.839820495321409,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-12.367328027087364}}",{7.600902459542082}
-677260616,1215117028,13,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-4.727387818712341,-12.367328027087364,-1.9459101490553135,-1.018046664056702,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-3.8701886900470828,-4.727387818712341}}",{1.791759469228055}
-2012900128,-127274577,9,"{{-1.3862943611198906,-1.0124094052603678,-1.3862943611198906,-2.839820495321409,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-12.367328027087364}}",{7.546446273746024}
-1388255675,-196063630,3,"{{-8.51857734899512,-0.11055918996513683,-12.367328027087364}}",{0}
1059189362,-1518603458,8,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.09650049888764721,-2.890371757896165,-0.2876820724517809,-0.2876820724517809}}",{9.610189741298711}
767041607,1146839778,2,"{{-12.77974911711393,-2.839820495321409}}",{0.6889282364537164}
-675870913,1997322610,1,{{-11.8652499594117}},{0}
1644873975,127790611,16,"{{-4.727387818712341,-14.959841313840421,0,-2.3978952727983707,-9.210340371976182,-9.210340371976182,-2.4849066497880004,-4.553194853978476,-1.460443378791355,-1.460443378791355,-1.4276028485333916,-0.6693004625906374,-0.8119265396001938,-3.7737113717016606,-0.27677076165460746,-4.727387818712341}}",{5.267858159063328}
1059189362,-983919259,3,"{{-10.708250642916408,-9.597641509456675,-0.09650049888764721},{-10.708250642916408,-11.806862931584517,-0.09650049888764721}}","{7.286191714702382,7.286191714702382}"
-1678655183,2135788628,9,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,-4.558081010582819,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
-675870913,-1543692765,1,{{-1.3862943611198906}},{0}
1653241945,-1564403739,8,"{{-0.8996482718255138,-2.4849066497880004,-14.959841313840421,-5.246357587487934,-3.8446003594499563,-3.8446003594499563,-2.4849066497880004,-12.367328027087364}}",{4.6443908991413725}
-675870913,-1924197611,2,"{{-4.727387818712341,-4.727387818712341}}",{0}
1059189362,-1638919731,0,,{2.890371757896055}
-1167950182,-692678717,2,"{{-11.806862931584517,-9.597641509456675}}",{10.641608098738805}
-2012900128,-1722017514,13,"{{-1.3862943611198906,-1.0124094052603678,-8.047189562170502,-1.3862943611198906,-2.839820495321409,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-2.772588722239918,-12.367328027087364,-0.09412907198595906,-0.20137569704042496}}",{7.535830462798367}
-675870913,-429090864,2,"{{-2.890226317857671,-1.7739374185600167}}",{11.029455571214093}
-675870913,-1406546603,1,{{-1.018046664056702}},{11.34855776873237}
855414531,-1696908989,7,"{{-9.894446807883979,-1.3862943611198906,-1.7739374185600167,-1.7739374185600167,-1.018046664056702,-12.252346772808858,-11.8652499594117}}",{3.295836866004329}
855414531,2111973568,8,"{{-9.894446807883979,-1.3862943611198906,-1.7739374185600167,-1.7739374185600167,-1.018046664056702,-12.252346772808858,-0.8119265396001938,-0.20137569704042496}}",{3.258096538021482}
-2097581810,-370447631,3,"{{0,-3.8701886900470828,-7.1659907484709215}}",{7.48605261786314}
1644873975,1260114340,18,"{{-4.727387818712341,-14.959841313840421,0,-1.018046664056702,-2.3978952727983707,-9.210340371976182,-9.210340371976182,-2.4849066497880004,-4.553194853978476,-1.460443378791355,-1.460443378791355,-1.4276028485333916,-0.6693004625906374,-0.8119265396001938,-12.367328027087364,-3.7737113717016606,-0.27677076165460746,-4.727387818712341}}",{5.214935757608986}
767041607,2015013739,18,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.789079357663409,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{7.047517221357296}
767041607,-339111824,1,{{-11.519066569726991}},{2.4761928074006723}
-802871442,-2007445569,15,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-1.0124094052603678,-12.367328027087364,-1.3862943611198906}}",{8.930890984450878}
-2097581810,-293986664,1,{{-4.727387818712341}},{0}
1336070322,-768578233,2,"{{-12.367328027087364,-1.018046664056702}}",{13.958569667400754}
855414531,332945826,3,"{{-9.894446807883979,-1.7739374185600167,-1.7739374185600167}}",{5.627621113690637}
-1678655183,399556567,1,{{-13.082003775963914}},{2.759007403451435e-12}
1059189362,-1879056159,4,"{{-10.708250642916408,-9.597641509456675,-0.09650049888764721,-2.890371757896165},{-10.708250642916408,-11.806862931584517,-0.09650049888764721,-2.890371757896165}}","{7.286191714702382,7.286191714702382}"
1059189362,1313993027,1,{{-10.708250642916408}},{1.0986122886681098}
1059189362,2102421338,1,{{-9.597641509456675}},{9.6678285081515}
1059189362,1072136734,1,{{-8.765770543987257}},{0}
-675870913,-466528844,4,"{{-12.367328027087364,-2.890226317857671,-1.7739374185600167,-1.018046664056702}}",{10.688233488623478}
-1678655183,-1286858200,9,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,-4.558081010582819,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
767041607,-537904578,16,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{7.047517221357296}
-1388255675,1778521841,2,"{{-0.2876820724517809,-0.2876820724517809}}",{0}
-1388255675,-1386876474,11,"{{-1.3862943611198906,-8.51857734899512,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-12.367328027087364,-0.09650049888764721,-2.890371757896165,-0.2876820724517809,-0.2876820724517809}}",{8.845921233304018}
855414531,-315599722,5,"{{-9.894446807883979,-1.7739374185600167,-1.7739374185600167,-1.018046664056702,-12.252346772808858}}",{5.627621113690637}
1059189362,1778521841,2,"{{-0.2876820724517809,-0.2876820724517809}}",{0}
855414531,1997322610,1,{{-11.8652499594117}},{0}
-1678655183,-1318646449,2,"{{-12.367328027087364,-1.018046664056702}}",{0}
1059189362,312900434,10,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-12.367328027087364,-0.09650049888764721,-2.890371757896165,-0.2876820724517809,-0.2876820724517809}}",{9.60904937558734}
767041607,1906451825,16,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{9.360483030405902}
-1678655183,-514132761,8,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-4.558081010582819,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
-2097581810,-1299814253,2,"{{-14.742975821546908,-0.36049219586979037}}",{0}
