query_hash,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
-887587427,"{0.00017550199999999752,0.00016878899999999905,0.00016317799999999993,0.00017552200000000087,0.00018488000000000185,0.00020542900000000003,0.00016816899999999926,0.00017880899999999852,0.00017656500000000006,0.00018471999999999933,0.00018400900000000234,0.00017639399999999986,0.00017619400000000104,0.00017505099999999899,0.00016956200000000157,0.00016923099999999885,0.00017114399999999808,0.00017409000000000174,0.00017001199999999717,0.00018119299999999963}",{},"{0.028558538,0.028727606,0.028787195,0.028418439,0.028328066,0.028695368,0.028380926,0.028498821,0.028481579,0.028654826,0.028792256,0.02901772,0.028289365,0.028406784,0.02838708,0.028380872,0.028302277,0.028673153,0.02871198,0.028692325}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
1468625451,"{0.00014176800000000045,0.00017425899999999953,0.00014090700000000088,0.00016827799999999914,0.00013820099999999925,0.0001499640000000007,0.00013934399999999958,0.0001426200000000013,0.00013891300000000092,0.00013701000000000164,0.00014034599999999953,0.00013473599999999988,0.00014392300000000066,0.00014145800000000056,0.0001455559999999998,0.00014271999999999896,0.00013839199999999933,0.0001393239999999997,0.00013713999999999914,0.00013965500000000068}",{},"{0.014167911,0.014129795,0.01418383,0.013970157,0.014193169,0.013929549,0.013982045,0.013834372,0.013746,0.013853148,0.014354502,0.013911526,0.014022349,0.014114768,0.014167399,0.013811768,0.014190437,0.013992133,0.013757389,0.014023444}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
1467587569,"{0.0001633590000000018,0.0001607239999999975,0.00017018299999999736,0.00016800800000000074,0.00016900000000000248,0.0001634799999999971,0.00016573400000000071,0.0001653729999999999,0.0001631789999999994,0.00017553199999999908,0.0001641920000000005,0.00017054300000000217,0.00016867900000000144,0.00016363999999999962,0.00016301999999999983,0.00019325699999999876,0.00016252800000000206,0.00016850900000000071,0.000167467999999997,0.0001692009999999973}",{},"{0.022126911,0.022307934,0.021851865,0.02210744,0.021922464,0.022126491,0.021692212,0.022063496,0.021955095,0.021861347,0.021926122,0.022011074,0.021904936,0.022075078,0.021728112,0.022030185,0.021762871,0.02226841,0.022029788,0.022079963}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},540,0
-2080801423,"{0.342130625,0.33593700200000004,0.343907649,0.342602178,0.340386378,0.343703986,0.344031085,0.342062705,0.344051982,0.33976938999999995,0.34269943999999997,0.33947186700000004,0.338575581,0.341727669,0.34043264100000004,0.335925743,0.343883604,0.333638673,0.33850708700000004,0.337115725}",{},"{0.071476404,0.071883716,0.071537674,0.071186794,0.07176705,0.071667101,0.071339215,0.072834168,0.072323157,0.071497055,0.071364224,0.071415089,0.071663304,0.071108797,0.071582856,0.071194481,0.071446587,0.0715865,0.071323078,0.072237147}",{},"{0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661,0.5593300835310661}",{},270,0
-1597469689,"{0.00018854599999995614,0.0001942669999999147,0.000194587999999829,0.00019706300000010835,0.00018394899999996106,0.0001997079999997986,0.00019394700000008314,0.00019802499999999057,0.00019024100000009092,0.0001980550000000303,0.00019215400000005545,0.00018833699999998288,0.00018716399999996192,0.00019134300000001048,0.0001921350000000377,0.0001908219999999794,0.00018900900000007326,0.00019263599999996828,0.00019404800000000222,0.00019043100000004642}",{},"{1.251691568,1.239913268,1.255006475,1.256869117,1.241013638,1.24206056,1.240562285,1.245616637,1.254792478,1.242572769,1.251493113,1.250649091,1.239398244,1.249345514,1.254834746,1.2513124979999999,1.250061374,1.247765057,1.243710471,1.255600968}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-639640730,"{0.0001701009999999989,0.0001581489999999998,0.00015726800000000034,0.00016533300000000015,0.00015442199999999955,0.0001594309999999998,0.00016932100000000005,0.00016005399999999975,0.00018472999999999927,0.00015879100000000014,0.00016557399999999993,0.00016728700000000034,0.00016579400000000036,0.00016810899999999962,0.00015837999999999963,0.0001609750000000007,0.00017057300000000025,0.00015865099999999924,0.00015873099999999876,0.00016137599999999953}",{},"{0.014250399,0.013681458,0.013677072,0.014100935,0.013843598,0.013831534,0.01410619,0.013863076,0.013912485,0.013887072,0.013741751,0.013900556,0.013705249,0.013880593,0.014010292,0.013952394,0.014029572,0.013898606,0.013785201,0.013806183}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-1167950182,"{0.869878582,0.920491585,0.955126009,0.797071703,0.829588607,0.928117563,0.855146468,0.851373969,0.8466907530000001,0.855405965,0.985696445,0.9007541699999999,0.84945862,0.888684718,0.858958352,0.874478856,0.89179361,0.94090018,0.967913991,0.9154070740000001}",{},"{0.014308067,0.013987688,0.014397886,0.01415074,0.014295112,0.014329847,0.01457572,0.014828595,0.014158943,0.014030754,0.014056768,0.014084504,0.014163999,0.014410759,0.014117826,0.014539027,0.014259438,0.014461834,0.014167437,0.014319036}",{},"{0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341,0.0295470290727341}",{},270,0
-1535781493,"{1.407343416,1.4172424129999999,1.455062782,1.432897345,1.415399854,1.429497701,1.4285742380000002,1.435346867,1.420915456,1.435977063,1.4249483539999999,1.4302399350000001,1.434732549,1.413549672,1.4362079349999999,1.438788078,1.421966496,1.449523096,1.447373525,1.438239773}",{},"{0.016521553,0.016551224,0.016665385,0.016709149,0.01647725,0.016319129,0.016561135,0.016320315,0.016636611,0.016250464,0.016615972,0.01626508,0.016791371,0.016377198,0.016206578,0.016184999,0.016390591,0.016239505,0.016227815,0.016751829}",{},"{0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929,0.002649355243300929}",{},271,0
500433298,"{0.0001888059999999997,0.00017834699999999884,0.00017117399999999963,0.00017850799999999736,0.0001908709999999987,0.0001751820000000029,0.00017068300000000133,0.00017851799999999904,0.0001769250000000014,0.00017876900000000223,0.00017259700000000003,0.0001783280000000019,0.00017816799999999938,0.00017165499999999972,0.0001816749999999992,0.0001736690000000013,0.0001810429999999988,0.00017228700000000013,0.00017253700000000038,0.0001776669999999994}",{},"{0.027583587,0.027568595,0.028059938,0.027918311,0.027706489,0.027742252,0.027473668,0.027960722,0.028048569,0.027860351,0.027805345,0.02801494,0.027752087,0.027522517,0.027752347,0.028646306,0.027608542,0.027477556,0.028818522,0.027760288}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-910079574,"{0.028246192999999753,0.02867770699999994,0.028983339000000274,0.028781838000000004,0.029060725000000343,0.02917641999999976,0.029038772999999907,0.0292056620000003,0.027588970000000046,0.029044196000000078,0.02896031499999996,0.02944070200000004,0.0293193989999998,0.029131719,0.029014360000000128,0.029305656000000013,0.028718426999999824,0.028726494999999908,0.028762436000000058,0.028842969999999912}",{},"{2.312409267,2.327263473,2.308096692,2.314301048,2.335835375,2.308833378,2.316692102,2.323040677,1.8078997719999998,2.33128526,2.3405374,2.32779251,2.316224549,2.327936565,2.334922309,2.34326501,2.330302801,2.319943159,2.313887275,2.341720194}",{},"{0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503,0.01521490738779503}",{},270,0
1103959351,"{0.00014142699999999953,0.00013928399999999994,0.0001376310000000009,0.00013975400000000061,0.00014637699999999962,0.00013948399999999875,0.00013801100000000038,0.00013705900000000014,0.00015454199999999883,0.00014023600000000018,0.00014518499999999906,0.0001343750000000008,0.0001390839999999994,0.0001374410000000003,0.00013778100000000001,0.00013603799999999978,0.00014140799999999912,0.00013301200000000006,0.00014265099999999885,0.00014293200000000013}",{},"{0.014645294,0.01471475,0.014372857,0.014437582,0.01464769,0.01451667,0.014587622,0.014444438,0.014616329,0.014558965,0.015029601,0.014424939,0.014738387,0.014579538,0.014558571,0.014485965,0.01444452,0.014870719,0.014601189,0.014713433}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
1939226327,"{9.175399999999988e-05,0.0001067720000000002,0.00010718400000000019,9.308699999999994e-05,0.00016551299999999994,0.00011400599999999983,0.00010087099999999977,9.588199999999983e-05,0.00013690000000000013,0.00010337600000000008,9.440899999999973e-05,0.00011452800000000003,0.00010070099999999992,9.64729999999997e-05,0.00011059000000000025,9.324699999999986e-05,9.430899999999989e-05,0.0001082050000000001,0.00010100099999999987,9.692399999999997e-05}",{},"{0.002763439,0.002753861,0.003287483,0.002734234,0.002706642,0.003305548,0.002847319,0.002788417,0.003448499,0.00280564,0.002796984,0.003324003,0.002767699,0.002775683,0.003257608,0.00307921,0.002897455,0.003264131,0.002745116,0.002717714}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},813,0
